"equipo_local","equipo_visitante","fecha","hora","estadio","inning","bateando","parte_del_inning","evento","id_evento"
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","6","ltu","bottom","Y. Alarcon  continua bateando. R. Vinales  avanza a Segunda Base, ",1
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","6","ltu","bottom","Cambio de Receptor Entra O. Ribeaux  - Sale H. Sanchez ",2
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","6","ltu","bottom","Y. Alarcon  se Poncha.",3
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","6","ltu","bottom","D. Pena  es Out de rolling 53.",4
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","6","ltu","bottom","M. Avila  batea Sencillo de rolling al jardin izquierdo . R. Vinales  anota, ",5
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","6","ltu","bottom","A. Quiala  es Out de fly al jardin central.",6
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","Cambio de SS Entra E. Lalana  - Sale A. De La Cruz ",0
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","Y. Perez  se Poncha.",1
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","Y. Guibert  batea Sencillo de rolling .",2
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","Cierre de actuacion del Lanzador #51 - Y. Cruz  [ INN: 6.1, BE: 30, VB: 27, C: 5, CL: 5 ]",3
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","Cambio de Lanzador Entra A. Sanchez  - Sale Y. Cruz ",4
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","E. Silva  continua bateando. Y. Guibert  avanza a Segunda Base, ",5
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","E. Silva  es Out de fly al jardin izquierdo.",6
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","L. Guzman  batea Sencillo de rolling al jardin izquierdo . Y. Guibert  anota, ",7
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","scu","top","D. Sevila  se embasa por FCH de rolling 46. L. Guzman  es Out, ",8
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","ltu","bottom","Cierre de actuacion del Lanzador #65 - A. Bicet  [ INN: 6.0, BE: 27, VB: 26, C: 2, CL: 2 ]",0
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","ltu","bottom","Cambio de Lanzador Entra Y. Garces  - Sale A. Bicet , Cambio de RF Entra Y. Martinez  - Sale Y. Perez ",1
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","ltu","bottom","Cambio de LF Entra Y. Perez  - Sale A. Benavides , Cambio de CF Entra A. Benavides  - Sale Y. Guibert ",2
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","ltu","bottom","Y. Larduert  batea Sencillo de rolling al jardin central .",3
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","ltu","bottom","D. Pena  batea para Doble Play de rolling 3663. Y. Larduert  es Out, ",4
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","7","ltu","bottom","D. Castro  es Out de rolling 53.",5
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","O. Ribeaux  es Out de rolling 63.",0
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","A. Benavides  batea Doble de linea al jardin izquierdo.",1
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","Cierre de actuacion del Lanzador #54 - A. Sanchez  [ INN: 1.0, BE: 5, VB: 5, C: 1, CL: 1 ]",2
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","Cambio de Lanzador Entra Y. Alarcon  - Sale A. Sanchez ",3
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","M. Fonseca  es Out de rolling 63.",4
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","S. Torres  batea Doble de fly al jardin izquierdo. A. Benavides  anota, ",5
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","Y. Perez  recibe Base por Bolas Intencional.",6
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","scu","top","Y. Martinez  es Out de rolling 63.",7
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","ltu","bottom","Y. Alarcon  batea Sencillo de linea al jardin central.",0
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","ltu","bottom","R. Vinales  batea para Doble Play de rolling 6443. Y. Alarcon  es Out, ",1
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","8","ltu","bottom","Y. Alarcon  es Out de fly al jardin derecho.",2
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","scu","top","Cambio de Receptor Entra O. Coca  - Sale R. Vinales ",0
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","scu","top","E. Silva  es Out de rolling 3.",1
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","scu","top","L. Guzman  es Out de rolling 43.",2
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","scu","top","D. Sevila  es Out de rolling 63.",3
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","ltu","bottom","Cambio a la Ofensiva en el Turno 7 Entra J. Johnson  - Sale E. Lalana ",0
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","ltu","bottom","J. Johnson  es Out de rolling 63.",1
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","ltu","bottom","M. Avila  batea Sencillo de linea al jardin derecho.",2
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","ltu","bottom","A. Quiala  batea Sencillo de rolling . M. Avila  avanza a Segunda Base, ",3
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","ltu","bottom","Cierre de actuacion del Lanzador #92 - Y. Garces  [ INN: 2.1, BE: 9, VB: 9, C: 0, CL: 0 ]",4
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","ltu","bottom","Cambio de Lanzador Entra Y. Tur  - Sale Y. Garces ",5
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","ltu","bottom","Y. Larduert  es Out de linea. M. Avila  es Out, ",6
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","scu","top","Cierre de actuacion del Lanzador #85 - Y. Alarcon  [ INN: 1.2, BE: 7, VB: 6, C: 0, CL: 0 ]",0
"Santiago De Cuba","Las Tunas","martes 20, octubre, 2020","14:00","Julio Antonio Mella","9","scu","top","Cierre de actuacion del Lanzador #99 - Y. Tur  [ INN: 0.2, BE: 1, VB: 1, C: 0, CL: 0 ]",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","1","mtz","top","A. Medina  recibe Base por Bolas.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","1","mtz","top","A. Sanchez  es Out de fly al jardin central.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","1","mtz","top","J. Delgado  es Out de fly al jardin derecho.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","1","mtz","top","J. Camero  es Out de fly.",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","J. Arencibia  es Out de rolling 13.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","J. Rojas  recibe Base por Bolas.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","L. Blanco  batea para Doble Play de rolling 1663. J. Rojas  es Out, ",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","2","mtz","top","Y. Santoya  se Poncha.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","2","mtz","top","W. Luis  es Out de rolling 43.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","2","mtz","top","A. Perez  batea Sencillo de linea al jardin derecho.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","2","mtz","top","S. Menocal se embasa por FCH de rolling 46. A. Perez  es Out, ",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","W. Saavedra  es Out de rolling 53.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","P. Rodriguez  es Out de rolling 43.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","Y. Gonzalez  es Out de fly.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","mtz","top","E. Blanco  es Out de rolling 63.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","mtz","top","A. Medina  es Out de rolling 43.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","mtz","top","A. Sanchez  recibe Base por Bolas.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","mtz","top","J. Delgado  es Out de rolling 43.",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","I. Hernandez  se Poncha.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","R. Leon  es Out de fly al jardin central.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","P. Duenas  batea Sencillo de rolling al jardin central .",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","J. Arencibia  batea Sencillo de rolling al jardin izquierdo . P. Duenas  avanza a Tercera Base, ",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","J. Rojas  continua bateando. J. Arencibia  se roba Segunda Base, ",4
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","J. Rojas  es Out de linea.",5
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","4","mtz","top","J. Camero  es Out de fly al jardin derecho.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","4","mtz","top","Y. Santoya  es Out de rolling 13.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","4","mtz","top","W. Luis  batea Doble de rolling al jardin izquierdo .",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","4","mtz","top","A. Perez  es Out de rolling 63.",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","L. Blanco  es Out de rolling 43.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","W. Saavedra  es Out de fly al jardin izquierdo.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","P. Rodriguez  se Poncha.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","mtz","top","S. Menocal es Out de rolling 43.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","mtz","top","E. Blanco  es Out de linea al jardin central.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","mtz","top","A. Medina  es Out de rolling 63.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","Y. Gonzalez  es Out de fly.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","I. Hernandez  recibe Base por Bolas.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","R. Leon  batea Sencillo de linea al jardin izquierdo. I. Hernandez  avanza a Segunda Base, ",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","P. Duenas  es Out de fly al jardin central.",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","J. Arencibia  es Out de rolling 3.",4
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","mtz","top","A. Sanchez  es Out de rolling 3.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","mtz","top","J. Delgado  batea Doble de linea al jardin central.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","mtz","top","J. Camero  recibe Base por Bolas Intencional.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","mtz","top","Y. Santoya  batea Sencillo de fly al jardin central. J. Camero  avanza a Segunda Base, J. Delgado  avanza a Tercera Base, ",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","mtz","top","W. Luis  se embasa por FCH de rolling 52. Y. Santoya  avanza a Segunda Base, J. Camero  avanza a Tercera Base, J. Delgado  es Out",4
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","mtz","top","J. Vazquez  se Poncha.",5
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","Cambio de Receptor Entra R. Loredo  - Sale A. Perez ",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","J. Rojas  es Out de linea al jardin derecho.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","L. Blanco  es Out de rolling 43.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","W. Saavedra  recibe Base por Bolas.",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","P. Rodriguez  se embasa por FCH de rolling 54. W. Saavedra  es Out, ",4
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","mtz","top","Cierre de actuacion del Lanzador #77 - Y. Dominguez  [ INN: 6.0, BE: 25, VB: 22, C: 0, CL: 0 ]",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","mtz","top","Cambio de Lanzador Entra Y. Cruz  - Sale Y. Dominguez ",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","mtz","top","S. Menocal es Out de rolling 53.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","mtz","top","E. Blanco  se Poncha.",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","mtz","top","A. Medina  recibe Base por Bolas.",4
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","mtz","top","A. Sanchez  se Poncha.",5
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","pri","bottom","Y. Gonzalez  es Out de rolling 53.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","pri","bottom","I. Hernandez  es Out de rolling 53.",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","pri","bottom","R. Leon  batea Doble de linea al jardin izquierdo.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","7","pri","bottom","P. Duenas  es Out de fly al jardin central.",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","mtz","top","J. Delgado  recibe Pelotazo.",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","mtz","top","J. Camero  batea para Doble Play de rolling 6443. J. Delgado  es Out, ",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","mtz","top","Y. Santoya  es Out de rolling 63.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","Cierre de actuacion del Lanzador #62 - R. Rivero  [ INN: 7.0, BE: 27, VB: 24, C: 0, CL: 0 ]",0
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","Cambio de Lanzador Entra D. Mena  - Sale R. Rivero ",1
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","J. Arencibia  batea Doble de linea al jardin derecho.",2
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","J. Rojas  sacrificio de Hit de rolling 14. J. Arencibia  avanza a Tercera Base, ",3
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","L. Blanco  recibe Base por Bolas Intencional.",4
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","W. Saavedra  recibe Base por Bolas Intencional. L. Blanco  avanza a Segunda Base, ",5
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","P. Rodriguez  se Poncha.",6
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","Y. Gonzalez  conecta Jonron de linea al jardin izquierdo. W. Saavedra  anota, L. Blanco  anota, J. Arencibia  anota",7
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","Cierre de actuacion del Lanzador #20 - Y. Cruz  [ INN: 2.0, BE: 7, VB: 5, C: 0, CL: 0 ]",8
"Matanzas","Pinar del Rio","miercoles 21, octubre, 2020","10:00","Capitan San Luis","8","pri","bottom","Cierre de actuacion del Lanzador #18 - D. Mena  [ INN: 0.2, BE: 6, VB: 3, C: 4, CL: 4 ]",9
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","may","top","J. Martinez  batea Doble de linea al jardin derecho.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","may","top","O. Lavandera  batea Sencillo de rolling al jardin central . J. Martinez  anota, ",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","may","top","D. Laza  batea para Doble Play de rolling 4663. O. Lavandera  es Out, ",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","may","top","A. Pozo  recibe Base por Bolas.",3
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","may","top","J. Hernandez  es Out de rolling 43.",4
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","art","bottom","M. Lamontana  es Out de rolling 63.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","art","bottom","C. De La Tejeda  recibe Base por Bolas.",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","art","bottom","D. Garcia  es Out de linea al jardin derecho.",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","1","art","bottom","R. Proenza  es Out de fly al jardin izquierdo.",3
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","may","top","J. Carabeo  batea Triple de fly al jardin central.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","may","top","R. Fonseca  recibe Pelotazo.",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","may","top","L. Fernandez  recibe Base por Bolas. R. Fonseca  avanza a Segunda Base, ",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","may","top","R. Ramos  conecta un Fly de sacrificio de fly al jardin izquierdo. J. Carabeo  anota",3
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","may","top","J. Martinez  batea Sencillo de rolling al jardin central . L. Fernandez  avanza a Segunda Base, R. Fonseca  anota, ",4
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","may","top","O. Lavandera  se embasa por FCH de rolling 64. J. Martinez  es Out, L. Fernandez  avanza a Tercera Base, ",5
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","may","top","D. Laza  es Out de fly al jardin derecho.",6
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","art","bottom","J. Jimenez  es Out de fly al jardin derecho.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","art","bottom","Y. Reyes  es Out de rolling 63.",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","2","art","bottom","R. Ramos  se Poncha.",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","may","top","A. Pozo  es Out de rolling 63.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","may","top","J. Hernandez  recibe Pelotazo.",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","may","top","J. Carabeo  se embasa por FCH de rolling 64. J. Hernandez  es Out, ",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","may","top","R. Fonseca  batea Sencillo de fly al jardin central. J. Carabeo  avanza a Segunda Base, ",3
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","may","top","L. Fernandez  se Poncha.",4
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","art","bottom","O. Pacheco  es Out de fly al jardin derecho.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","art","bottom","A. Cosme  batea Triple de fly al jardin central.",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","art","bottom","M. Lamontana  batea Sencillo de rolling al jardin central . A. Cosme  anota",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","art","bottom","C. De La Tejeda  recibe Base por Bolas. M. Lamontana  avanza a Segunda Base, ",3
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","3","art","bottom","D. Garcia  batea para Doble Play de rolling 6443. C. De La Tejeda  es Out, ",4
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","may","top","R. Ramos  es Out de rolling 13.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","may","top","J. Martinez  es Out de rolling 63.",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","may","top","O. Lavandera  se Poncha.",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","R. Proenza  es Out de rolling 63.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","J. Jimenez  recibe Base por Bolas.",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","Y. Reyes  recibe Base por Bolas. J. Jimenez  avanza a Segunda Base, ",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","R. Ramos  batea Sencillo de rolling al jardin izquierdo . Y. Reyes  avanza a Segunda Base, J. Jimenez  avanza a Tercera Base, ",3
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","Cierre de actuacion del Lanzador #63 - A. Alvarez  [ INN: 3.1, BE: 16, VB: 12, C: 3, CL: 3 ]",4
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","Cambio de Lanzador Entra J. Betancourt  - Sale A. Alvarez ",5
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","O. Pacheco  recibe Base por Bolas. R. Ramos  avanza a Segunda Base, Y. Reyes  avanza a Tercera Base, J. Jimenez  anota",6
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","A. Cosme  conecta un Fly de sacrificio de fly al jardin central. Y. Reyes  anota",7
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","M. Lamontana  recibe Base por Bolas. O. Pacheco  avanza a Segunda Base, R. Ramos  avanza a Tercera Base, ",8
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","Cierre de actuacion del Lanzador #19 - J. Betancourt  [ INN: 0.1, BE: 3, VB: 0, C: 0, CL: 0 ]",9
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","Cambio de Lanzador Entra M. Batista  - Sale J. Betancourt ",10
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","4","art","bottom","C. De La Tejeda  es Out de fly al jardin izquierdo.",11
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","5","may","top","D. Laza  recibe Base por Bolas.",0
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","5","may","top","A. Pozo  batea Doble de fly al jardin derecho. D. Laza  avanza a Tercera Base, ",1
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","5","may","top","J. Hernandez  conecta un Fly de sacrificio de fly al jardin izquierdo. A. Pozo  avanza a Tercera Base, D. Laza  anota",2
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","5","may","top","J. Carabeo  recibe Base por Bolas.",3
"Mayabeque","Artemisa","miercoles 21, octubre, 2020","14:00","26 de Julio","5","may","top","R. Fonseca  conecta Jonron de fly al jardin derecho. J. Carabeo  anota, A. Pozo  anota",4
